Biomarker_1,AUC,se_97_Threshold,se_97_Sensitivity,se_97_Specificity,se_97_NPV,se_97_PPV,se_95_Threshold,se_95_Sensitivity,se_95_Specificity,se_95_NPV,se_95_PPV,max_sum_Threshold,max_sum_Sensitivity,max_sum_Specificity,max_sum_NPV,max_sum_PPV
HMGB3_CNRP1,0.94616,0.12121,0.96552,0.56140,0.94118,0.69136,0.12121,0.96552,0.56140,0.94118,0.69136,0.53535,0.84483,0.98246,0.86154,0.98000
CNRP1_HMGB3,0.94616,0.12121,0.96552,0.56140,0.94118,0.69136,0.12121,0.96552,0.56140,0.94118,0.69136,0.53535,0.84483,0.98246,0.86154,0.98000
UBE2H_FHL1,0.9461,0.0101,0.98182,0.01786,0.50000,0.49541,0.21212,0.94545,0.75000,0.93333,0.78788,0.35354,0.90909,0.94643,0.91379,0.94340
FHL1_UBE2H,0.9461,0.0101,0.98182,0.01786,0.50000,0.49541,0.21212,0.94545,0.75000,0.93333,0.78788,0.35354,0.90909,0.94643,0.91379,0.94340
EGLN_JUPI1,0.94607,0.11111,0.96610,0.43636,0.92308,0.64773,0.17172,0.94915,0.74545,0.93182,0.80000,0.70707,0.81356,0.98182,0.83077,0.97959
JUPI1_EGLN,0.94607,0.11111,0.96610,0.43636,0.92308,0.64773,0.17172,0.94915,0.74545,0.93182,0.80000,0.70707,0.81356,0.98182,0.83077,0.97959
IMPA2_MXRA7,0.94581,0.17172,0.96552,0.75000,0.95455,0.80000,0.35354,0.94828,0.83929,0.94000,0.85938,0.35354,0.94828,0.83929,0.94000,0.85938
MXRA7_IMPA2,0.94581,0.17172,0.96552,0.75000,0.95455,0.80000,0.35354,0.94828,0.83929,0.94000,0.85938,0.35354,0.94828,0.83929,0.94000,0.85938
FHL1_CYBP,0.94579,0.0303,0.98214,0.08929,0.83333,0.51887,0.27273,0.94643,0.85714,0.94118,0.86885,0.37374,0.89286,0.94643,0.89831,0.94340
CYBP_FHL1,0.94579,0.0303,0.98214,0.08929,0.83333,0.51887,0.27273,0.94643,0.85714,0.94118,0.86885,0.37374,0.89286,0.94643,0.89831,0.94340
HBAT_MD2L1,0.94578,0.09091,0.98214,0.54545,0.96774,0.68750,0.15152,0.94643,0.65455,0.92308,0.73611,0.75758,0.76786,1.00000,0.80882,1.00000
MD2L1_HBAT,0.94578,0.09091,0.98214,0.54545,0.96774,0.68750,0.15152,0.94643,0.65455,0.92308,0.73611,0.75758,0.76786,1.00000,0.80882,1.00000
RET7_LDH6B,0.94573,0.10101,0.98039,0.60714,0.97143,0.69444,0.12121,0.96078,0.64286,0.94737,0.71014,0.50505,0.88235,0.91071,0.89474,0.90000
LDH6B_RET7,0.94573,0.10101,0.98039,0.60714,0.97143,0.69444,0.12121,0.96078,0.64286,0.94737,0.71014,0.50505,0.88235,0.91071,0.89474,0.90000
PGFRB_FAS,0.94545,0.08081,0.98214,0.38182,0.95455,0.61798,0.14141,0.94643,0.58182,0.91429,0.69737,0.63636,0.85714,0.98182,0.87097,0.97959
FAS_PGFRB,0.94545,0.08081,0.98214,0.38182,0.95455,0.61798,0.14141,0.94643,0.58182,0.91429,0.69737,0.63636,0.85714,0.98182,0.87097,0.97959
RET7_DCTP1,0.94534,0.09091,0.98077,0.52632,0.96774,0.65385,0.10101,0.96154,0.57895,0.94286,0.67568,0.47475,0.88462,0.92982,0.89831,0.92000
DCTP1_RET7,0.94534,0.09091,0.98077,0.52632,0.96774,0.65385,0.10101,0.96154,0.57895,0.94286,0.67568,0.47475,0.88462,0.92982,0.89831,0.92000
EHD2_JUPI1,0.94515,0.15152,0.96610,0.60000,0.94286,0.72152,0.20202,0.94915,0.70909,0.92857,0.77778,0.49495,0.84746,0.94545,0.85246,0.94340
JUPI1_EHD2,0.94515,0.15152,0.96610,0.60000,0.94286,0.72152,0.20202,0.94915,0.70909,0.92857,0.77778,0.49495,0.84746,0.94545,0.85246,0.94340
KAP3_DCTP1,0.94511,0.06061,0.98113,0.32727,0.94737,0.58427,0.08081,0.96226,0.43636,0.92308,0.62195,0.34343,0.90566,0.94545,0.91228,0.94118
FHL1_JUPI1,0.94511,0.0202,0.98214,0.05556,0.75000,0.51887,0.16162,0.94643,0.70370,0.92683,0.76812,0.52525,0.87500,0.98148,0.88333,0.98000
DCTP1_KAP3,0.94511,0.06061,0.98113,0.32727,0.94737,0.58427,0.08081,0.96226,0.43636,0.92308,0.62195,0.34343,0.90566,0.94545,0.91228,0.94118
JUPI1_FHL1,0.94511,0.0202,0.98214,0.05556,0.75000,0.51887,0.16162,0.94643,0.70370,0.92683,0.76812,0.52525,0.87500,0.98148,0.88333,0.98000
SMC2_CA2D1,0.945,0.09091,0.98214,0.48000,0.96000,0.67901,0.21212,0.94643,0.70000,0.92105,0.77941,0.38384,0.89286,0.88000,0.88000,0.89286
CA2D1_SMC2,0.945,0.09091,0.98214,0.48000,0.96000,0.67901,0.21212,0.94643,0.70000,0.92105,0.77941,0.38384,0.89286,0.88000,0.88000,0.89286
AL1A1_A4,0.94499,0.22222,0.98305,0.84211,0.97959,0.86567,0.31313,0.94915,0.85965,0.94231,0.87500,0.22222,0.98305,0.84211,0.97959,0.86567
A4_AL1A1,0.94499,0.22222,0.98305,0.84211,0.97959,0.86567,0.31313,0.94915,0.85965,0.94231,0.87500,0.22222,0.98305,0.84211,0.97959,0.86567
LDHA_PGFRB,0.94481,0.0404,0.98214,0.21818,0.92308,0.56122,0.16162,0.94643,0.65455,0.92308,0.73611,0.67677,0.83929,0.98182,0.85714,0.97917
PGFRB_LDHA,0.94481,0.0404,0.98214,0.21818,0.92308,0.56122,0.16162,0.94643,0.65455,0.92308,0.73611,0.67677,0.83929,0.98182,0.85714,0.97917
HBAT_HOOK1,0.94479,0.08081,0.98182,0.50909,0.96552,0.66667,0.13131,0.96364,0.65455,0.94737,0.73611,0.67677,0.80000,0.96364,0.82812,0.95652
HOOK1_HBAT,0.94479,0.08081,0.98182,0.50909,0.96552,0.66667,0.13131,0.96364,0.65455,0.94737,0.73611,0.67677,0.80000,0.96364,0.82812,0.95652
AL1L1_DCTP1,0.94477,0.0303,1.00000,0.28070,1.00000,0.56842,0.0404,0.96296,0.33333,0.90476,0.57778,0.37374,0.90741,0.92982,0.91379,0.92453
DCTP1_AL1L1,0.94477,0.0303,1.00000,0.28070,1.00000,0.56842,0.0404,0.96296,0.33333,0.90476,0.57778,0.37374,0.90741,0.92982,0.91379,0.92453
CAVN2_HOOK1,0.94474,0.05051,0.98039,0.38182,0.95455,0.59524,0.24242,0.96078,0.72727,0.95238,0.76562,0.46465,0.84314,0.92727,0.86441,0.91489
HOOK1_CAVN2,0.94474,0.05051,0.98039,0.38182,0.95455,0.59524,0.24242,0.96078,0.72727,0.95238,0.76562,0.46465,0.84314,0.92727,0.86441,0.91489
GARS_CNRP1,0.94469,0.06061,0.98305,0.28070,0.94118,0.58586,0.15152,0.94915,0.66667,0.92683,0.74667,0.47475,0.86441,0.98246,0.87500,0.98077
CNRP1_GARS,0.94469,0.06061,0.98305,0.28070,0.94118,0.58586,0.15152,0.94915,0.66667,0.92683,0.74667,0.47475,0.86441,0.98246,0.87500,0.98077
HMGB3_EGLN,0.94465,0.0404,0.98276,0.33333,0.95000,0.60000,0.08081,0.94828,0.40351,0.88462,0.61798,0.50505,0.86207,0.98246,0.87500,0.98039
EGLN_HMGB3,0.94465,0.0404,0.98276,0.33333,0.95000,0.60000,0.08081,0.94828,0.40351,0.88462,0.61798,0.50505,0.86207,0.98246,0.87500,0.98039
PGRC1_LDH6B,0.94458,0.14141,0.96552,0.62500,0.94595,0.72727,0.28283,0.94828,0.82143,0.93878,0.84615,0.60606,0.86207,0.91071,0.86441,0.90909
LDH6B_PGRC1,0.94458,0.14141,0.96552,0.62500,0.94595,0.72727,0.28283,0.94828,0.82143,0.93878,0.84615,0.60606,0.86207,0.91071,0.86441,0.90909
HMGB3_PRIO,0.9445,0.11111,0.98182,0.54386,0.96875,0.67500,0.18182,0.94545,0.68421,0.92857,0.74286,0.48485,0.85455,0.94737,0.87097,0.94000
PRIO_HMGB3,0.9445,0.11111,0.98182,0.54386,0.96875,0.67500,0.18182,0.94545,0.68421,0.92857,0.74286,0.48485,0.85455,0.94737,0.87097,0.94000
MIME_MSTO1,0.94444,0.13131,0.98148,0.65306,0.96970,0.75714,0.21212,0.96296,0.73469,0.94737,0.80000,0.36364,0.94444,0.83673,0.93182,0.86441
MSTO1_MIME,0.94444,0.13131,0.98148,0.65306,0.96970,0.75714,0.21212,0.96296,0.73469,0.94737,0.80000,0.36364,0.94444,0.83673,0.93182,0.86441
CASP3_FHL1,0.9442,0.0101,0.98214,0.03571,0.66667,0.50459,0.17172,0.94643,0.66071,0.92500,0.73611,0.50505,0.87500,0.98214,0.88710,0.98000
FHL1_CASP3,0.9442,0.0101,0.98214,0.03571,0.66667,0.50459,0.17172,0.94643,0.66071,0.92500,0.73611,0.50505,0.87500,0.98214,0.88710,0.98000
NRDC_PGFRB,0.94413,0.0404,0.98182,0.23636,0.92857,0.56250,0.12121,0.94545,0.56364,0.91176,0.68421,0.30303,0.92727,0.92727,0.92727,0.92727
PGFRB_NRDC,0.94413,0.0404,0.98182,0.23636,0.92857,0.56250,0.12121,0.94545,0.56364,0.91176,0.68421,0.30303,0.92727,0.92727,0.92727,0.92727
G6PI_RET7,0.94399,0.13131,0.98077,0.70175,0.97561,0.75000,0.15152,0.96154,0.73684,0.95455,0.76923,0.42424,0.90385,0.89474,0.91071,0.88679
RET7_G6PI,0.94399,0.13131,0.98077,0.70175,0.97561,0.75000,0.15152,0.96154,0.73684,0.95455,0.76923,0.42424,0.90385,0.89474,0.91071,0.88679
FHL1_DPP3,0.94388,0.5,0.00000,0.00000,0.00000,0.00000,0.29293,0.94643,0.87500,0.94231,0.88333,0.35354,0.92857,0.92857,0.92857,0.92857
DPP3_FHL1,0.94388,0.5,0.00000,0.00000,0.00000,0.00000,0.29293,0.94643,0.87500,0.94231,0.88333,0.35354,0.92857,0.92857,0.92857,0.92857
SYTC_CNRP1,0.9438,0.12121,0.96610,0.50877,0.93548,0.67059,0.15152,0.94915,0.70175,0.93023,0.76712,0.40404,0.86441,0.96491,0.87302,0.96226
CNRP1_SYTC,0.9438,0.12121,0.96610,0.50877,0.93548,0.67059,0.15152,0.94915,0.70175,0.93023,0.76712,0.40404,0.86441,0.96491,0.87302,0.96226
CDK1_E41L3,0.94357,0.12121,0.96552,0.54545,0.93750,0.69136,0.12121,0.96552,0.54545,0.93750,0.69136,0.56566,0.86207,1.00000,0.87302,1.00000
E41L3_CDK1,0.94357,0.12121,0.96552,0.54545,0.93750,0.69136,0.12121,0.96552,0.54545,0.93750,0.69136,0.56566,0.86207,1.00000,0.87302,1.00000
A4_FHL1,0.94324,0.15152,0.98214,0.69643,0.97500,0.76389,0.18182,0.96429,0.75000,0.95455,0.79412,0.35354,0.91071,0.87500,0.90741,0.87931
FHL1_A4,0.94324,0.15152,0.98214,0.69643,0.97500,0.76389,0.18182,0.96429,0.75000,0.95455,0.79412,0.35354,0.91071,0.87500,0.90741,0.87931
VINEX_A4,0.94305,0.15152,0.98113,0.78182,0.97727,0.81250,0.18182,0.96226,0.80000,0.95652,0.82258,0.37374,0.94340,0.87273,0.94118,0.87719
A4_VINEX,0.94305,0.15152,0.98113,0.78182,0.97727,0.81250,0.18182,0.96226,0.80000,0.95652,0.82258,0.37374,0.94340,0.87273,0.94118,0.87719
RECK_UBE2H,0.94298,0.07071,0.98077,0.40351,0.95833,0.60000,0.09091,0.96154,0.50877,0.93548,0.64103,0.46465,0.88462,0.94737,0.90000,0.93878
UBE2H_RECK,0.94298,0.07071,0.98077,0.40351,0.95833,0.60000,0.09091,0.96154,0.50877,0.93548,0.64103,0.46465,0.88462,0.94737,0.90000,0.93878
IDE_FHL1,0.94292,0.5,0.00000,0.00000,0.00000,0.00000,0.17172,0.94643,0.62500,0.92105,0.71622,0.56566,0.87500,0.98214,0.88710,0.98000
FHL1_IDE,0.94292,0.5,0.00000,0.00000,0.00000,0.00000,0.17172,0.94643,0.62500,0.92105,0.71622,0.56566,0.87500,0.98214,0.88710,0.98000
PGRC1_ENOA,0.94291,0.18182,0.96610,0.73684,0.95455,0.79167,0.22222,0.94915,0.77193,0.93617,0.81159,0.60606,0.84746,0.89474,0.85000,0.89286
ENOA_PGRC1,0.94291,0.18182,0.96610,0.73684,0.95455,0.79167,0.22222,0.94915,0.77193,0.93617,0.81159,0.60606,0.84746,0.89474,0.85000,0.89286
NDKB_EHD2,0.94291,0.15152,0.96610,0.64912,0.94872,0.74026,0.15152,0.96610,0.64912,0.94872,0.74026,0.54545,0.86441,0.96491,0.87302,0.96226
EHD2_NDKB,0.94291,0.15152,0.96610,0.64912,0.94872,0.74026,0.15152,0.96610,0.64912,0.94872,0.74026,0.54545,0.86441,0.96491,0.87302,0.96226
G6PI_CNRP1,0.94261,0.14141,0.98305,0.63158,0.97297,0.73418,0.15152,0.94915,0.64912,0.92500,0.73684,0.66667,0.81356,0.98246,0.83582,0.97959
CNRP1_G6PI,0.94261,0.14141,0.98305,0.63158,0.97297,0.73418,0.15152,0.94915,0.64912,0.92500,0.73684,0.66667,0.81356,0.98246,0.83582,0.97959
HBAT_MSTO1,0.94255,0.08081,0.98148,0.48980,0.96000,0.67949,0.14141,0.96296,0.63265,0.93939,0.74286,0.62626,0.79630,0.97959,0.81356,0.97727
MSTO1_HBAT,0.94255,0.08081,0.98148,0.48980,0.96000,0.67949,0.14141,0.96296,0.63265,0.93939,0.74286,0.62626,0.79630,0.97959,0.81356,0.97727
CNRP1_DCTP1,0.94253,0.11111,0.96552,0.50877,0.93548,0.66667,0.12121,0.94828,0.56140,0.91429,0.68750,0.55556,0.84483,0.98246,0.86154,0.98000
DCTP1_CNRP1,0.94253,0.11111,0.96552,0.50877,0.93548,0.66667,0.12121,0.94828,0.56140,0.91429,0.68750,0.55556,0.84483,0.98246,0.86154,0.98000
SMC2_MIME,0.9425,0.08081,0.98214,0.52000,0.96296,0.69620,0.37374,0.94643,0.78000,0.92857,0.82812,0.55556,0.87500,0.94000,0.87037,0.94231
MIME_SMC2,0.9425,0.08081,0.98214,0.52000,0.96296,0.69620,0.37374,0.94643,0.78000,0.92857,0.82812,0.55556,0.87500,0.94000,0.87037,0.94231
HMGB3_PGFRB,0.94248,0.0303,0.98182,0.18182,0.90909,0.54545,0.11111,0.94545,0.56364,0.91176,0.68421,0.60606,0.85455,1.00000,0.87302,1.00000
PGFRB_HMGB3,0.94248,0.0303,0.98182,0.18182,0.90909,0.54545,0.11111,0.94545,0.56364,0.91176,0.68421,0.60606,0.85455,1.00000,0.87302,1.00000
NRDC_E41L3,0.94244,0.0303,0.98246,0.24561,0.93333,0.56566,0.25253,0.94737,0.78947,0.93750,0.81818,0.66667,0.84211,0.96491,0.85938,0.96000
E41L3_NRDC,0.94244,0.0303,0.98246,0.24561,0.93333,0.56566,0.25253,0.94737,0.78947,0.93750,0.81818,0.66667,0.84211,0.96491,0.85938,0.96000
IMPA2_AL1A1,0.94243,0.19192,0.96552,0.78571,0.95652,0.82353,0.23232,0.94828,0.83929,0.94000,0.85938,0.28283,0.93103,0.85714,0.92308,0.87097
AL1A1_IMPA2,0.94243,0.19192,0.96552,0.78571,0.95652,0.82353,0.23232,0.94828,0.83929,0.94000,0.85938,0.28283,0.93103,0.85714,0.92308,0.87097
HMGB3_EGFR,0.94236,0.06061,0.98214,0.35088,0.95238,0.59783,0.10101,0.94643,0.54386,0.91176,0.67089,0.73737,0.82143,1.00000,0.85075,1.00000
EGFR_HMGB3,0.94236,0.06061,0.98214,0.35088,0.95238,0.59783,0.10101,0.94643,0.54386,0.91176,0.67089,0.73737,0.82143,1.00000,0.85075,1.00000
CAVN2_IMA1,0.94226,0.06061,0.98113,0.32000,0.94118,0.60465,0.14141,0.96226,0.56000,0.93333,0.69863,0.74747,0.79245,1.00000,0.81967,1.00000
EGLN_DPOD1,0.94226,0.0202,0.98246,0.12727,0.87500,0.53846,0.17172,0.94737,0.63636,0.92105,0.72973,0.45455,0.87719,0.98182,0.88525,0.98039
DPOD1_EGLN,0.94226,0.0202,0.98246,0.12727,0.87500,0.53846,0.17172,0.94737,0.63636,0.92105,0.72973,0.45455,0.87719,0.98182,0.88525,0.98039
IMA1_CAVN2,0.94226,0.06061,0.98113,0.32000,0.94118,0.60465,0.14141,0.96226,0.56000,0.93333,0.69863,0.74747,0.79245,1.00000,0.81967,1.00000
ASNS_HBAT,0.94223,0.07071,0.98214,0.41176,0.95455,0.64706,0.21212,0.94643,0.74510,0.92683,0.80303,0.70707,0.78571,1.00000,0.80952,1.00000
HBAT_ASNS,0.94223,0.07071,0.98214,0.41176,0.95455,0.64706,0.21212,0.94643,0.74510,0.92683,0.80303,0.70707,0.78571,1.00000,0.80952,1.00000
PGFRB_GFPT1,0.94221,0.0404,1.00000,0.30909,1.00000,0.59574,0.08081,0.94643,0.43636,0.88889,0.63095,0.49495,0.85714,0.94545,0.86667,0.94118
GFPT1_PGFRB,0.94221,0.0404,1.00000,0.30909,1.00000,0.59574,0.08081,0.94643,0.43636,0.88889,0.63095,0.49495,0.85714,0.94545,0.86667,0.94118
MXRA7_NECT4,0.94204,0.15152,0.98148,0.68519,0.97368,0.75714,0.19192,0.96296,0.75926,0.95349,0.80000,0.44444,0.88889,0.88889,0.88889,0.88889
NECT4_MXRA7,0.94204,0.15152,0.98148,0.68519,0.97368,0.75714,0.19192,0.96296,0.75926,0.95349,0.80000,0.44444,0.88889,0.88889,0.88889,0.88889
PTPRF_MIME,0.94202,0.21212,0.96610,0.71930,0.95349,0.78082,0.24242,0.94915,0.73684,0.93333,0.78873,0.63636,0.84746,0.92982,0.85484,0.92593
MIME_PTPRF,0.94202,0.21212,0.96610,0.71930,0.95349,0.78082,0.24242,0.94915,0.73684,0.93333,0.78873,0.63636,0.84746,0.92982,0.85484,0.92593
PRIO_SYTC,0.94195,0.09091,0.98182,0.47368,0.96429,0.64286,0.24242,0.94545,0.70175,0.93023,0.75362,0.36364,0.87273,0.92982,0.88333,0.92308
SYTC_PRIO,0.94195,0.09091,0.98182,0.47368,0.96429,0.64286,0.24242,0.94545,0.70175,0.93023,0.75362,0.36364,0.87273,0.92982,0.88333,0.92308
PRIO_SYYC,0.94163,0.06061,0.98182,0.40351,0.95833,0.61364,0.21212,0.94545,0.66667,0.92683,0.73239,0.65657,0.80000,0.98246,0.83582,0.97778
SYYC_PRIO,0.94163,0.06061,0.98182,0.40351,0.95833,0.61364,0.21212,0.94545,0.66667,0.92683,0.73239,0.65657,0.80000,0.98246,0.83582,0.97778
LYPA1_EHD2,0.94132,0.08081,0.98276,0.49123,0.96552,0.66279,0.09091,0.94828,0.50877,0.90625,0.66265,0.44444,0.87931,0.94737,0.88525,0.94444
EHD2_LYPA1,0.94132,0.08081,0.98276,0.49123,0.96552,0.66279,0.09091,0.94828,0.50877,0.90625,0.66265,0.44444,0.87931,0.94737,0.88525,0.94444
PRIO_UBE2K,0.94131,0.05051,0.98182,0.28070,0.94118,0.56842,0.24242,0.94545,0.71930,0.93182,0.76471,0.51515,0.81818,0.98246,0.84848,0.97826
UBE2K_PRIO,0.94131,0.05051,0.98182,0.28070,0.94118,0.56842,0.24242,0.94545,0.71930,0.93182,0.76471,0.51515,0.81818,0.98246,0.84848,0.97826
LDHA_EGFR,0.94121,0.0404,0.98246,0.22807,0.92857,0.56000,0.19192,0.94737,0.73684,0.93333,0.78261,0.54545,0.87719,0.91228,0.88136,0.90909
EGFR_LDHA,0.94121,0.0404,0.98246,0.22807,0.92857,0.56000,0.19192,0.94737,0.73684,0.93333,0.78261,0.54545,0.87719,0.91228,0.88136,0.90909
EGLN_SYTC,0.94112,0.11111,0.96610,0.49123,0.93333,0.66279,0.18182,0.94915,0.66667,0.92683,0.74667,0.78788,0.79661,1.00000,0.82609,1.00000
SYTC_EGLN,0.94112,0.11111,0.96610,0.49123,0.93333,0.66279,0.18182,0.94915,0.66667,0.92683,0.74667,0.78788,0.79661,1.00000,0.82609,1.00000
GGCT_FHL1,0.94101,0.5,0.00000,0.00000,0.00000,0.00000,0.18182,0.94643,0.75000,0.93333,0.79104,0.46465,0.89286,0.96429,0.90000,0.96154
FHL1_GGCT,0.94101,0.5,0.00000,0.00000,0.00000,0.00000,0.18182,0.94643,0.75000,0.93333,0.79104,0.46465,0.89286,0.96429,0.90000,0.96154
PGFRB_DPP3,0.94091,0.08081,0.98214,0.34545,0.95000,0.60440,0.10101,0.94643,0.50909,0.90323,0.66250,0.57576,0.87500,0.96364,0.88333,0.96078
DPP3_PGFRB,0.94091,0.08081,0.98214,0.34545,0.95000,0.60440,0.10101,0.94643,0.50909,0.90323,0.66250,0.57576,0.87500,0.96364,0.88333,0.96078
IMPA2_FHL1,0.94083,0.0404,0.98182,0.23636,0.92857,0.56250,0.24242,0.94545,0.85455,0.94000,0.86667,0.24242,0.94545,0.85455,0.94000,0.86667
A4_EHD2,0.94083,0.12121,0.98305,0.63158,0.97297,0.73418,0.16162,0.94915,0.73684,0.93333,0.78873,0.51515,0.91525,0.87719,0.90909,0.88525
FHL1_IMPA2,0.94083,0.0404,0.98182,0.23636,0.92857,0.56250,0.24242,0.94545,0.85455,0.94000,0.86667,0.24242,0.94545,0.85455,0.94000,0.86667
EHD2_A4,0.94083,0.12121,0.98305,0.63158,0.97297,0.73418,0.16162,0.94915,0.73684,0.93333,0.78873,0.51515,0.91525,0.87719,0.90909,0.88525
HBAT_ACACA,0.94082,0.0404,0.98182,0.27451,0.93333,0.59341,0.18182,0.94545,0.68627,0.92105,0.76471,0.59596,0.81818,0.96078,0.83051,0.95745
ACACA_HBAT,0.94082,0.0404,0.98182,0.27451,0.93333,0.59341,0.18182,0.94545,0.68627,0.92105,0.76471,0.59596,0.81818,0.96078,0.83051,0.95745
MIME_HMCS1,0.94069,0.05051,0.98214,0.37500,0.95455,0.61111,0.32323,0.94643,0.83929,0.94000,0.85484,0.53535,0.87500,0.92857,0.88136,0.92453
HMCS1_MIME,0.94069,0.05051,0.98214,0.37500,0.95455,0.61111,0.32323,0.94643,0.83929,0.94000,0.85484,0.53535,0.87500,0.92857,0.88136,0.92453
A4_KAP3,0.94065,0.12121,0.98113,0.60000,0.97059,0.70270,0.17172,0.96226,0.72727,0.95238,0.77273,0.48485,0.88679,0.90909,0.89286,0.90385
KAP3_A4,0.94065,0.12121,0.98113,0.60000,0.97059,0.70270,0.17172,0.96226,0.72727,0.95238,0.77273,0.48485,0.88679,0.90909,0.89286,0.90385
PGRC1_LDHA,0.94053,0.22222,0.96610,0.78947,0.95745,0.82609,0.22222,0.96610,0.78947,0.95745,0.82609,0.30303,0.93220,0.82456,0.92157,0.84615
PGRC1_PTPRF,0.94053,0.24242,0.96610,0.80702,0.95833,0.83824,0.24242,0.96610,0.80702,0.95833,0.83824,0.24242,0.96610,0.80702,0.95833,0.83824
GGCT_EGLN,0.94053,0.14141,0.96610,0.52632,0.93750,0.67857,0.15152,0.94915,0.56140,0.91429,0.69136,0.67677,0.84746,0.98246,0.86154,0.98039
LDHA_PGRC1,0.94053,0.22222,0.96610,0.78947,0.95745,0.82609,0.22222,0.96610,0.78947,0.95745,0.82609,0.30303,0.93220,0.82456,0.92157,0.84615
PTPRF_PGRC1,0.94053,0.24242,0.96610,0.80702,0.95833,0.83824,0.24242,0.96610,0.80702,0.95833,0.83824,0.24242,0.96610,0.80702,0.95833,0.83824
EGLN_GGCT,0.94053,0.14141,0.96610,0.52632,0.93750,0.67857,0.15152,0.94915,0.56140,0.91429,0.69136,0.67677,0.84746,0.98246,0.86154,0.98039
A4_CDN2C,0.94036,0.17172,0.98113,0.75000,0.97674,0.78788,0.20202,0.96226,0.78571,0.95652,0.80952,0.48485,0.88679,0.89286,0.89286,0.88679
CDN2C_A4,0.94036,0.17172,0.98113,0.75000,0.97674,0.78788,0.20202,0.96226,0.78571,0.95652,0.80952,0.48485,0.88679,0.89286,0.89286,0.88679
PRIO_GFPT1,0.94035,0.07071,0.98182,0.35088,0.95238,0.59341,0.26263,0.94545,0.77193,0.93617,0.80000,0.54545,0.81818,0.98246,0.84848,0.97826
GFPT1_PRIO,0.94035,0.07071,0.98182,0.35088,0.95238,0.59341,0.26263,0.94545,0.77193,0.93617,0.80000,0.54545,0.81818,0.98246,0.84848,0.97826
NECT4_E41L3,0.94033,0.16162,0.98148,0.62963,0.97143,0.72603,0.16162,0.98148,0.62963,0.97143,0.72603,0.51515,0.83333,0.92593,0.84746,0.91837
E41L3_NECT4,0.94033,0.16162,0.98148,0.62963,0.97143,0.72603,0.16162,0.98148,0.62963,0.97143,0.72603,0.51515,0.83333,0.92593,0.84746,0.91837
EGFR_IDE,0.94029,0.07071,0.98246,0.33333,0.95000,0.59574,0.14141,0.94737,0.59649,0.91892,0.70130,0.67677,0.80702,1.00000,0.83824,1.00000
IDE_EGFR,0.94029,0.07071,0.98246,0.33333,0.95000,0.59574,0.14141,0.94737,0.59649,0.91892,0.70130,0.67677,0.80702,1.00000,0.83824,1.00000
CAVN2_A4,0.94017,0.13131,0.98182,0.61818,0.97143,0.72000,0.27273,0.94545,0.78182,0.93478,0.81250,0.44444,0.87273,0.89091,0.87500,0.88889
A4_CAVN2,0.94017,0.13131,0.98182,0.61818,0.97143,0.72000,0.27273,0.94545,0.78182,0.93478,0.81250,0.44444,0.87273,0.89091,0.87500,0.88889
IMA1_CA2D1,0.94,0.07071,0.98246,0.36000,0.94737,0.63636,0.16162,0.96491,0.58000,0.93548,0.72368,0.52525,0.85965,0.94000,0.85455,0.94231
CA2D1_IMA1,0.94,0.07071,0.98246,0.36000,0.94737,0.63636,0.16162,0.96491,0.58000,0.93548,0.72368,0.52525,0.85965,0.94000,0.85455,0.94231
CAVN2_MD2L1,0.93981,0.0404,0.98077,0.22222,0.92308,0.54839,0.12121,0.96154,0.57407,0.93939,0.68493,0.65657,0.80769,1.00000,0.84375,1.00000
MD2L1_CAVN2,0.93981,0.0404,0.98077,0.22222,0.92308,0.54839,0.12121,0.96154,0.57407,0.93939,0.68493,0.65657,0.80769,1.00000,0.84375,1.00000
CNRP1_CYBP,0.93964,0.07071,0.96610,0.21053,0.85714,0.55882,0.22222,0.94915,0.75439,0.93478,0.80000,0.49495,0.83051,0.98246,0.84848,0.98000
CYBP_CNRP1,0.93964,0.07071,0.96610,0.21053,0.85714,0.55882,0.22222,0.94915,0.75439,0.93478,0.80000,0.49495,0.83051,0.98246,0.84848,0.98000
UBE2H_E41L3,0.93937,0.0303,0.98246,0.22807,0.92857,0.56000,0.16162,0.94737,0.59649,0.91892,0.70130,0.46465,0.87719,0.96491,0.88710,0.96154
E41L3_UBE2H,0.93937,0.0303,0.98246,0.22807,0.92857,0.56000,0.16162,0.94737,0.59649,0.91892,0.70130,0.46465,0.87719,0.96491,0.88710,0.96154
IMPA2_EHD2,0.93935,0.10101,0.98276,0.53571,0.96774,0.68675,0.17172,0.94828,0.69643,0.92857,0.76389,0.46465,0.86207,0.89286,0.86207,0.89286
EGLN_LDH6B,0.93935,0.08081,0.96552,0.41071,0.92000,0.62921,0.18182,0.94828,0.67857,0.92683,0.75342,0.76768,0.79310,1.00000,0.82353,1.00000
LDH6B_EGLN,0.93935,0.08081,0.96552,0.41071,0.92000,0.62921,0.18182,0.94828,0.67857,0.92683,0.75342,0.76768,0.79310,1.00000,0.82353,1.00000
EHD2_IMPA2,0.93935,0.10101,0.98276,0.53571,0.96774,0.68675,0.17172,0.94828,0.69643,0.92857,0.76389,0.46465,0.86207,0.89286,0.86207,0.89286
EGFR_CYBP,0.93906,0.06061,0.98246,0.17544,0.90909,0.54369,0.15152,0.94737,0.59649,0.91892,0.70130,0.35354,0.89474,0.89474,0.89474,0.89474
