Protein.Group,Protein.Names,Genes,First.Protein.Description,D:\2025NK010\2025NK010_EVCO_001_01_500ng.raw,D:\2025NK010\2025NK010_EVCO_002_01_500ng.raw,D:\2025NK010\2025NK010_EVCO_003_01_500ng.raw,D:\2025NK010\2025NK010_EVCO_004_01_500ng.raw,D:\2025NK010\2025NK010_EVCO_005_01_500ng.raw,D:\2025NK010\2025NK010_EVCO_006_01_500ng.raw
Q9H3R2,MUC13_HUMAN,MUC13,Mucin-13,521115,909194,7.23E+06,222337,1.90E+06,
Q9H3S1,SEM4A_HUMAN,SEMA4A,Semaphorin-4A,59543.4,55616.2,62813.2,100272,80308.7,
Q9H3S4,TPK1_HUMAN,TPK1,Thiamine pyrophosphokinase 1,83457.5,198108,91480.8,47873.9,51683.1,43102.1
Q9H3S7,PTN23_HUMAN,PTPN23,Tyrosine-protein phosphatase non-receptor type 23,4.57E+06,5.04E+06,5.64E+06,4.80E+06,4.18E+06,5.01E+06
Q9H3U1,UN45A_HUMAN,UNC45A,Protein unc-45 homolog A,1.41E+06,1.10E+06,1.82E+06,1.50E+06,1.53E+06,1.58E+06
Q9H3U7,SMOC2_HUMAN,SMOC2,SPARC-related modular calcium-binding protein 2,,,,,212875,262801
Q9H3Z4,DNJC5_HUMAN,DNAJC5,DnaJ homolog subfamily C member 5,1.92E+06,1.23E+06,8.61E+06,1.69E+06,1.96E+06,1.60E+06
Q9H410,DSN1_HUMAN,DSN1,Kinetochore-associated protein DSN1 homolog,1120.17,,,,,
Q9H425,CA198_HUMAN,C1orf198,Uncharacterized protein C1orf198,266382,151995,217117,177164,316409,326446
Q9H444,CHM4B_HUMAN,CHMP4B,Charged multivesicular body protein 4b,6.26E+06,8.86E+06,1.55E+07,8.78E+06,7.95E+06,8.14E+06
Q9H446,RWDD1_HUMAN,RWDD1,RWD domain-containing protein 1,2.38E+06,3.14E+06,2.86E+06,2.46E+06,2.95E+06,2.23E+06
Q9H461,FZD8_HUMAN,FZD8,Frizzled-8,2517.99,12935.7,,7172.41,4072.39,
Q9H467,CUED2_HUMAN,CUEDC2,CUE domain-containing protein 2,101879,,86129.8,135004,261004,5049.35
Q9H469,FXL15_HUMAN,FBXL15,F-box/LRR-repeat protein 15,106551,,,202972,,93387.2
Q9H477,RBSK_HUMAN,RBKS,Ribokinase,338809,459806,968797,447135,733505,554742
Q9H479,FN3K_HUMAN,FN3K,Fructosamine-3-kinase,3.88E+06,7.04E+06,3.61E+06,2.99E+06,3.25E+06,4.51E+06
Q9H488,OFUT1_HUMAN,POFUT1,GDP-fucose protein O-fucosyltransferase 1,1.01E+06,,640868,585459,932337,1.45E+06
Q9H492,MLP3A_HUMAN,MAP1LC3A,Microtubule-associated proteins 1A/1B light chain 3A,2.03E+06,2.92E+06,1.28E+06,1.67E+06,1.65E+06,1.33E+06
Q9H4A3,WNK1_HUMAN,WNK1,Serine/threonine-protein kinase WNK1,2.71E+07,3.36E+07,1.55E+07,1.75E+07,2.11E+07,2.91E+07
Q9H4A4,AMPB_HUMAN,RNPEP,Aminopeptidase B,1.79E+07,2.04E+07,1.72E+07,1.15E+07,1.55E+07,1.13E+07
Q9H4A5,GLP3L_HUMAN,GOLPH3L,Golgi phosphoprotein 3-like,871187,619054,693754,820887,918937,1.01E+06
Q9H4A6,GOLP3_HUMAN,GOLPH3,Golgi phosphoprotein 3,134896,,162633,277603,218686,309257
Q9H4A9,DPEP2_HUMAN,DPEP2,Dipeptidase 2,404108,946727,405657,190611,437899,268103
Q9H4B7,TBB1_HUMAN,TUBB1,Tubulin beta-1 chain,1.08E+08,1.00E+08,1.20E+08,1.29E+08,1.12E+08,1.24E+08
Q9H4E7,DEFI6_HUMAN,DEF6,Differentially expressed in FDCP 6 homolog,763592,1.45E+06,631378,769540,602582,688478
Q9H4F8,SMOC1_HUMAN,SMOC1,SPARC-related modular calcium-binding protein 1,409257,1.20E+06,1.93E+06,,988715,573783
Q9H4G0,E41L1_HUMAN,EPB41L1,Band 4.1-like protein 1,1.57E+06,2.48E+06,898298,362910,955295,2.31E+06
Q9H4G4,GAPR1_HUMAN,GLIPR2,Golgi-associated plant pathogenesis-related protein 1,9.14E+06,1.88E+07,1.67E+07,9.56E+06,6.05E+06,1.06E+07
Q9H4L5,OSBL3_HUMAN,OSBPL3,Oxysterol-binding protein-related protein 3,552516,,1.58E+06,388574,1.05E+06,999814
Q9H4L7,SMRCD_HUMAN,SMARCAD1,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A containing DEAD/H box 1,4812.96,,2535.24,2531.97,10788,8113.36
Q9H4M9,EHD1_HUMAN,EHD1,EH domain-containing protein 1,5.51E+06,9.54E+06,8.72E+06,5.73E+06,4.86E+06,6.43E+06
Q9H4Z3,CAPAM_HUMAN,PCIF1,mRNA (2'-O-methyladenosine-N(6)-)-methyltransferase,638138,,521625,389276,281110,418120
Q9H501,ESF1_HUMAN,ESF1,ESF1 homolog,,,,8645.33,18367.2,6045.75
Q9H553,ALG2_HUMAN,ALG2,"Alpha-1,3/1,6-mannosyltransferase ALG2",,,,6481.03,,15560.9
Q9H583,HEAT1_HUMAN,HEATR1,HEAT repeat-containing protein 1,27627,,,,32981.5,47947.8
Q9H5N1,RABE2_HUMAN,RABEP2,Rab GTPase-binding effector protein 2,5.20E+06,3.68E+06,5.35E+06,6.84E+06,5.39E+06,4.33E+06
Q9H5V8,CDCP1_HUMAN,CDCP1,CUB domain-containing protein 1,333028,,1.47E+06,1.02E+06,655705,
Q9H5V9,STEEP_HUMAN,STEEP1,STING ER exit protein,31762.9,,,,,32468.2
Q9H5X1,CIA2A_HUMAN,CIAO2A,Cytosolic iron-sulfur assembly component 2A,1.53E+06,1.75E+06,702630,1.06E+06,965013,985321
Q9H6A0,DEN2D_HUMAN,DENND2D,DENN domain-containing protein 2D,,,,1718.23,,5762.83
Q9H6D7,HAUS4_HUMAN,HAUS4,HAUS augmin-like complex subunit 4,7444.66,,7836.81,4012.93,,
Q9H6E4,CC134_HUMAN,CCDC134,Coiled-coil domain-containing protein 134,125907,,,,200655,252436
Q9H6E5,STPAP_HUMAN,TUT1,Speckle targeted PIP5K1A-regulated poly(A) polymerase,5908.56,,,9169.81,14149.3,6825.55
Q9H6F5,CCD86_HUMAN,CCDC86,Coiled-coil domain-containing protein 86,183259,,47994,145248,73998.4,
Q9H6I2,SOX17_HUMAN,SOX17,Transcription factor SOX-17,672418,,930783,1.87E+06,1.27E+06,687508
Q9H6K1,ILRUN_HUMAN,ILRUN,Protein ILRUN,20299,,,,,
Q9H6K5,PRR36_HUMAN,PRR36,Proline-rich protein 36,,,,2.95E+06,,2.16E+06
Q9H6L2,TM231_HUMAN,TMEM231,Transmembrane protein 231,80114.6,,494584,100093,204851,225351
Q9H6Q4,CIAO3_HUMAN,CIAO3,Cytosolic iron-sulfur assembly component 3,258452,,340685,263051,235787,216935
Q9H6R3,ACSS3_HUMAN,ACSS3,"Acyl-CoA synthetase short-chain family member 3, mitochondrial",8247.77,,481142,,,12057.2
Q9H6R4,NOL6_HUMAN,NOL6,Nucleolar protein 6,39795.6,1.54E+06,38655.5,20569.5,32838,51086.2
Q9H6S0,YTDC2_HUMAN,YTHDC2,3'-5' RNA helicase YTHDC2,27299.8,,,40546.2,38676.4,
Q9H6S3,ES8L2_HUMAN,EPS8L2,Epidermal growth factor receptor kinase substrate 8-like protein 2,3.99E+07,4.37E+07,1.00E+08,2.90E+07,5.51E+07,4.01E+07
Q9H6T0,ESRP2_HUMAN,ESRP2,Epithelial splicing regulatory protein 2,17215.1,,5151.57,5838.76,24655.8,8078.72
Q9H6T3,RPAP3_HUMAN,RPAP3,RNA polymerase II-associated protein 3,1.16E+06,,1.72E+06,1.74E+06,2.93E+06,1.78E+06
Q9H6U6,BCAS3_HUMAN,BCAS3,BCAS3 microtubule associated cell migration factor,23195.5,,9682.55,14297.7,13172.7,20481.8
Q9H6V9,LDAH_HUMAN,LDAH,Lipid droplet-associated hydrolase,13203.7,,12483.5,2894.49,,15985.8
Q9H6W3,RIOX1_HUMAN,RIOX1,Ribosomal oxygenase 1,13707.7,,,,14532.6,10866.4
Q9H6X2,ANTR1_HUMAN,ANTXR1,Anthrax toxin receptor 1,621593,519849,328832,234529,551105,466308
Q9H6Y2,WDR55_HUMAN,WDR55,WD repeat-containing protein 55,,,,4355.94,10462.6,
Q9H6Z4,RANB3_HUMAN,RANBP3,Ran-binding protein 3,5.54E+07,2.75E+07,7.41E+07,5.67E+07,5.80E+07,6.16E+07
Q9H772,GREM2_HUMAN,GREM2,Gremlin-2,,,,7266.94,,
Q9H773,DCTP1_HUMAN,DCTPP1,dCTP pyrophosphatase 1,1.76E+06,1.44E+06,2.07E+06,3.50E+06,2.42E+06,1.16E+06
Q9H777,RNZ1_HUMAN,ELAC1,Zinc phosphodiesterase ELAC protein 1,5743.98,,20826.9,5166.29,7187.97,
Q9H788,SH24A_HUMAN,SH2D4A,SH2 domain-containing protein 4A,1.19E+06,629540,1.04E+06,1.03E+06,1.21E+06,421627
Q9H792,PEAK1_HUMAN,PEAK1,Inactive tyrosine-protein kinase PEAK1,13467.3,,4392.56,18880.6,,
Q9H7B2,RPF2_HUMAN,RPF2,Ribosome production factor 2 homolog,715960,,702040,,619394,838412
Q9H7B4,SMYD3_HUMAN,SMYD3,Histone-lysine N-methyltransferase SMYD3,48358.3,,128544,78096,,129817
Q9H7C9,AAMDC_HUMAN,AAMDC,Mth938 domain-containing protein,5.12E+06,4.99E+06,5.37E+06,5.25E+06,3.39E+06,3.48E+06
Q9H7D0,DOCK5_HUMAN,DOCK5,Dedicator of cytokinesis protein 5,438152,,792246,487489,577138,563318
Q9H7D7,WDR26_HUMAN,WDR26,WD repeat-containing protein 26,61604.4,,50171.6,79555,72872.1,76040.4
Q9H7E9,CH033_HUMAN,C8orf33,UPF0488 protein C8orf33,41448.9,,55009.5,,42730.1,58177
Q9H7L9,SDS3_HUMAN,SUDS3,Sin3 histone deacetylase corepressor complex component SDS3,539340,,,196467,,
Q9H7N4,SFR19_HUMAN,SCAF1,"Splicing factor, arginine/serine-rich 19",9976.46,,6220.5,4965.69,7350.42,10960.4
Q9H7P6,MB12B_HUMAN,MVB12B,Multivesicular body subunit 12B,47676.1,,276110,74892.4,,
Q9H7S9,ZN703_HUMAN,ZNF703,Zinc finger protein 703,18070.9,,193287,113230,16406.1,33567.1
Q9H7X7,IFT22_HUMAN,IFT22,Intraflagellar transport protein 22 homolog,525875,,1.06E+06,531402,946604,787541
Q9H7Z6,KAT8_HUMAN,KAT8,Histone acetyltransferase KAT8,7026.22,,,3586.25,,
Q9H7Z7,PGES2_HUMAN,PTGES2,Prostaglandin E synthase 2,1.44E+07,,6.86E+06,5.55E+06,4.86E+06,7.74E+06
Q9H814,PHAX_HUMAN,PHAX,Phosphorylated adapter RNA export protein,517168,1.47E+06,579886,583597,422482,655578
Q9H832,UBE2Z_HUMAN,UBE2Z,Ubiquitin-conjugating enzyme E2 Z,1.31E+06,1.64E+06,1.50E+06,1.29E+06,1.25E+06,994057
Q9H853,TBA4B_HUMAN,TUBA4B,Putative tubulin-like protein alpha-4B,1.94E+06,1.91E+06,4.58E+08,5.46E+08,5.30E+08,3.48E+08
Q9H867,MT21D_HUMAN,VCPKMT,Protein N-lysine methyltransferase METTL21D,8628.73,,,8721.92,,
Q9H871,RMD5A_HUMAN,RMND5A,E3 ubiquitin-protein transferase RMND5A,2704.98,,,1666.66,2587.4,
Q9H875,PKRI1_HUMAN,PRKRIP1,PRKR-interacting protein 1,,,,1381.49,,
Q9H892,TTC12_HUMAN,TTC12,Tetratricopeptide repeat protein 12,11233.8,,11446.1,11266.9,20644.8,
Q9H8G2,CAAP1_HUMAN,CAAP1,Caspase activity and apoptosis inhibitor 1,,,,3604.99,7563.69,
Q9H8H0,NOL11_HUMAN,NOL11,Nucleolar protein 11,10977.6,,,10356.5,32243.5,21045.8
Q9H8H3,TMT1A_HUMAN,TMT1A,Thiol S-methyltransferase TMT1A,150905,341751,,159875,202068,851900
Q9H8J5,MANS1_HUMAN,MANSC1,MANSC domain-containing protein 1,382793,1.07E+06,1.22E+06,592459,378957,342658
Q9H8L6,MMRN2_HUMAN,MMRN2,Multimerin-2,1.53E+06,1.33E+06,1.57E+06,1.47E+06,3.10E+06,2.70E+06
Q9H8M5,CNNM2_HUMAN,CNNM2,Metal transporter CNNM2,2.66E+06,,4.07E+06,2.67E+06,3.03E+06,1.62E+06
Q9H8M7,MINY3_HUMAN,MINDY3,Ubiquitin carboxyl-terminal hydrolase MINDY-3,128144,275793,84683.3,70764.1,65030.7,127230
Q9H8M9,EVA1A_HUMAN,EVA1A,Protein eva-1 homolog A,1.37E+06,,2.71E+06,1.59E+06,1.15E+06,1.73E+06
Q9H8T0,AKTIP_HUMAN,AKTIP,AKT-interacting protein,13259.3,23240.8,14797.7,7213.26,5487.71,
Q9H8W4,PKHF2_HUMAN,PLEKHF2,Pleckstrin homology domain-containing family F member 2,158332,,223864,131977,304490,144789
Q9H8Y5,ANKZ1_HUMAN,ANKZF1,tRNA endonuclease ANKZF1,68999.1,154252,120552,67521.6,272040,126293
Q9H8Y8,GORS2_HUMAN,GORASP2,Golgi reassembly-stacking protein 2,4.40E+06,6.88E+06,3.47E+06,8.16E+06,3.95E+06,5.95E+06
Q9H900,ZWILC_HUMAN,ZWILCH,Protein zwilch homolog,2.24E+06,,,5.01E+06,,
Q9H910,JUPI2_HUMAN,JPT2,Jupiter microtubule associated homolog 2,8.00E+06,5.91E+06,8.44E+06,7.33E+06,1.22E+07,6.01E+06
Q9H939,PPIP2_HUMAN,PSTPIP2,Proline-serine-threonine phosphatase-interacting protein 2,356321,613156,384034,649214,804726,401182
Q9H944,MED20_HUMAN,MED20,Mediator of RNA polymerase II transcription subunit 20,1.33E+06,,3.34E+06,1.20E+06,511797,1.15E+06
Q9H974,QTRT2_HUMAN,QTRT2,Queuine tRNA-ribosyltransferase accessory subunit 2,6365.73,,6531.06,10176.2,,6327.62
Q9H977,WDR54_HUMAN,WDR54,WD repeat-containing protein 54,223105,404310,763085,260434,680551,324331
Q9H993,ARMT1_HUMAN,ARMT1,Damage-control phosphatase ARMT1,8.32E+06,6.11E+06,7.09E+06,1.12E+07,6.53E+06,4.84E+06
Q9H9A5,CNO10_HUMAN,CNOT10,CCR4-NOT transcription complex subunit 10,97448.7,,41195.1,116027,124003,62226.1
Q9H9A6,LRC40_HUMAN,LRRC40,Leucine-rich repeat-containing protein 40,1.47E+06,,980176,1.31E+06,1.39E+06,1.12E+06
Q9H9B1,EHMT1_HUMAN,EHMT1,Histone-lysine N-methyltransferase EHMT1,13893.8,,,,,
Q9H9B4,SFXN1_HUMAN,SFXN1,Sideroflexin-1,,,,,,7271.54
Q9H9C1,SPE39_HUMAN,VIPAS39,Spermatogenesis-defective protein 39 homolog,128354,,210859,114945,136379,149825
Q9H9E3,COG4_HUMAN,COG4,Conserved oligomeric Golgi complex subunit 4,665944,,730608,1.01E+06,1.45E+06,694638
Q9H9F9,ARP5_HUMAN,ACTR5,Actin-related protein 5,12932.3,,,,,
Q9H9G7,AGO3_HUMAN,AGO3,Protein argonaute-3,16190.7,31934.1,,12610.7,,10222.2
Q9H9H4,VP37B_HUMAN,VPS37B,Vacuolar protein sorting-associated protein 37B,1.26E+06,1.17E+06,6.77E+06,2.47E+06,2.04E+06,1.15E+06
Q9H9K5,MER34_HUMAN,ERVMER34-1,Endogenous retroviral envelope protein HEMO,,,860922,1.29E+06,,1.08E+06
Q9H9Q2,CSN7B_HUMAN,COPS7B,COP9 signalosome complex subunit 7b,6.32E+06,5.28E+06,5.57E+06,4.87E+06,4.51E+06,6.58E+06
Q9H9Q4,NHEJ1_HUMAN,NHEJ1,Non-homologous end-joining factor 1,292253,,5390.4,395668,,538894
Q9H9S4,CB39L_HUMAN,CAB39L,Calcium-binding protein 39-like,13425.6,31775.2,21269.1,9699.75,,22589.9
Q9H9T3,ELP3_HUMAN,ELP3,Elongator complex protein 3,480045,,621423,707382,801722,484803
Q9H9Y4,GPN2_HUMAN,GPN2,GPN-loop GTPase 2,,,,6099.22,,5921.15
Q9HA47,UCK1_HUMAN,UCK1,Uridine-cytidine kinase 1,90011.4,,86315.9,60886.6,66992.5,88459
Q9HA64,KT3K_HUMAN,FN3KRP,Ketosamine-3-kinase,1.27E+07,1.96E+07,1.30E+07,6.72E+06,8.10E+06,1.26E+07
Q9HA65,TBC17_HUMAN,TBC1D17,TBC1 domain family member 17,441779,369075,690631,385910,211888,595584
Q9HAB8,PPCS_HUMAN,PPCS,Phosphopantothenate--cysteine ligase,1.14E+06,2.03E+06,719061,594944,777428,831614
Q9HAC8,UBTD1_HUMAN,UBTD1,Ubiquitin domain-containing protein 1,354945,,707271,252326,249560,227233
Q9HAD4,WDR41_HUMAN,WDR41,WD repeat-containing protein 41,681235,,753599,964907,1.50E+06,1.61E+06
Q9HAF1,EAF6_HUMAN,MEAF6,Chromatin modification-related protein MEAF6,,,,2501.44,,
Q9HAH7,FBRS_HUMAN,FBRS,Probable fibrosin-1,972957,,,,,
Q9HAN9,NMNA1_HUMAN,NMNAT1,Nicotinamide/nicotinic acid mononucleotide adenylyltransferase 1,86006.2,,,66419.3,173768,164099
Q9HAS0,NJMU_HUMAN,C17orf75,Protein Njmu-R1,294664,,506618,642732,558976,742012
Q9HAT2,SIAE_HUMAN,SIAE,Sialate O-acetylesterase,5.28E+06,1.25E+07,2.01E+07,3.98E+06,6.91E+06,1.78E+06
Q9HAU0,PKHA5_HUMAN,PLEKHA5,Pleckstrin homology domain-containing family A member 5,1.83E+07,1.27E+07,1.26E+07,1.23E+07,1.07E+07,1.81E+07
Q9HAU5,RENT2_HUMAN,UPF2,Regulator of nonsense transcripts 2,4572.63,,5413.96,2092.53,2244.95,6706.94
Q9HAV0,GBB4_HUMAN,GNB4,Guanine nucleotide-binding protein subunit beta-4,,464202,382628,137027,167437,236297
Q9HAV4,XPO5_HUMAN,XPO5,Exportin-5,333569,236495,329769,371442,338113,429887
Q9HAV7,GRPE1_HUMAN,GRPEL1,"GrpE protein homolog 1, mitochondrial",194895,132648,45173.3,10943.2,28616,64421.6
Q9HB07,MYG1_HUMAN,MYG1,MYG1 exonuclease,5.81E+06,4.18E+06,7.57E+06,4.24E+06,4.80E+06,4.33E+06
Q9HB19,PKHA2_HUMAN,PLEKHA2,Pleckstrin homology domain-containing family A member 2,2.39E+06,,2.76E+06,2.63E+06,2.22E+06,2.72E+06
Q9HB21,PKHA1_HUMAN,PLEKHA1,Pleckstrin homology domain-containing family A member 1,789611,,1.95E+06,1.80E+06,1.82E+06,2.26E+06
Q9HB40,RISC_HUMAN,SCPEP1,Retinoid-inducible serine carboxypeptidase,2.18E+06,2.52E+06,4.11E+06,1.48E+06,5.11E+06,1.34E+06
Q9HB63,NET4_HUMAN,NTN4,Netrin-4,,,36183.5,6155.14,33251.8,
Q9HB71,CYBP_HUMAN,CACYBP,Calcyclin-binding protein,7.42E+06,7.34E+06,1.40E+07,1.50E+07,1.83E+07,1.01E+07
Q9HB90,RRAGC_HUMAN,RRAGC,Ras-related GTP-binding protein C,740361,1.60E+06,343112,474182,499003,630851
Q9HBB8,CDHR5_HUMAN,CDHR5,Cadherin-related family member 5,11165.9,,339217,,,
Q9HBF4,ZFYV1_HUMAN,ZFYVE1,Zinc finger FYVE domain-containing protein 1,1441.55,,,1847.92,3074.26,
Q9HBG6,IF122_HUMAN,IFT122,Intraflagellar transport protein 122 homolog,235040,,696284,328164,532542,351493
Q9HBH0,RHOF_HUMAN,RHOF,Rho-related GTP-binding protein RhoF,2108.55,,24210,,,
Q9HBH5,RDH14_HUMAN,RDH14,Retinol dehydrogenase 14,13093,,,,12412.9,17006.9
Q9HBI0,PARVG_HUMAN,PARVG,Gamma-parvin,564519,643080,413944,651967,477307,388229
Q9HBI1,PARVB_HUMAN,PARVB,Beta-parvin,173497,1.12E+06,,81508.8,251582,289613
Q9HBK9,AS3MT_HUMAN,AS3MT,Arsenite methyltransferase,254355,,344467,718474,177573,140408
Q9HBL0,TENS1_HUMAN,TNS1,Tensin-1,1.25E+07,7.30E+06,7.07E+06,6.75E+06,7.75E+06,1.98E+07
Q9HBL8,NMRL1_HUMAN,NMRAL1,NmrA-like family domain-containing protein 1,474279,640288,717249,409074,557220,562291
Q9HBR0,S38AA_HUMAN,SLC38A10,Solute carrier family 38 member 10,242429,147539,881943,273537,319445,203514
Q9HBU6,EKI1_HUMAN,ETNK1,Ethanolamine kinase 1,325526,,,261293,,
Q9HBZ2,ARNT2_HUMAN,ARNT2,Aryl hydrocarbon receptor nuclear translocator 2,4390.65,,,,,
Q9HC07,TM165_HUMAN,TMEM165,Putative divalent cation/proton antiporter TMEM165,,,,3019.29,5140.75,3652.43
Q9HC16,ABC3G_HUMAN,APOBEC3G,DNA dC->dU-editing enzyme APOBEC-3G,497933,,530050,551560,,982539
Q9HC35,EMAL4_HUMAN,EML4,Echinoderm microtubule-associated protein-like 4,4.55E+06,3.15E+06,2.95E+06,3.80E+06,5.03E+06,4.06E+06
Q9HC38,GLOD4_HUMAN,GLOD4,Glyoxalase domain-containing protein 4,9.04E+07,2.15E+08,7.38E+07,6.36E+07,4.42E+07,6.55E+07
Q9HC44,GPBL1_HUMAN,GPBP1L1,Vasculin-like protein 1,,,,1028.54,,
Q9HC52,CBX8_HUMAN,CBX8,Chromobox protein homolog 8,6.01E+06,,,,,
Q9HC84,MUC5B_HUMAN,MUC5B,Mucin-5B,1.29E+08,3.72E+09,4.11E+07,5.20E+07,1.98E+08,7.67E+07
Q9HCB6,SPON1_HUMAN,SPON1,Spondin-1,1.24E+06,5.89E+06,1.12E+07,690934,2.40E+07,8.84E+06
Q9HCC0,MCCB_HUMAN,MCCC2,"Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial",138161,,60824,88838,38997.2,198812
Q9HCD5,NCOA5_HUMAN,NCOA5,Nuclear receptor coactivator 5,225237,,,97613.9,126782,80662.4
Q9HCE1,MOV10_HUMAN,MOV10,Helicase MOV-10,336594,512411,236739,274551,359033,261856
Q9HCE3,ZN532_HUMAN,ZNF532,Zinc finger protein 532,3152.6,,,,,
Q9HCE5,MET14_HUMAN,METTL14,N(6)-adenosine-methyltransferase non-catalytic subunit METTL14,528176,,423419,420848,417471,418204
Q9HCE6,ARGAL_HUMAN,ARHGEF10L,Rho guanine nucleotide exchange factor 10-like protein,,,3946.59,2966.34,3989.56,
Q9HCG8,CWC22_HUMAN,CWC22,Pre-mRNA-splicing factor CWC22 homolog,40794.2,,,16492.1,50248.1,36123.8
Q9HCK4,ROBO2_HUMAN,ROBO2,Roundabout homolog 2,670741,,3.76E+06,676596,1.75E+06,500219
Q9HCK8,CHD8_HUMAN,CHD8,Chromodomain-helicase-DNA-binding protein 8,732687,,,,,
Q9HCL0,PCD18_HUMAN,PCDH18,Protocadherin-18,1.98E+06,1.39E+06,2.81E+06,2.13E+06,1.47E+06,2.05E+06
Q9HCM3,K1549_HUMAN,KIAA1549,UPF0606 protein KIAA1549,4564.45,,19858.4,5482.89,8863.39,
Q9HCN3,PGAP6_HUMAN,PGAP6,Post-GPI attachment to proteins factor 6,,,191328,144246,46405.2,
Q9HCN4,GPN1_HUMAN,GPN1,GPN-loop GTPase 1,96458.1,,73927.9,106935,104750,161071
Q9HCN8,SDF2L_HUMAN,SDF2L1,Stromal cell-derived factor 2-like protein 1,2634.97,,,6650.59,3441.34,10819.3
Q9HCS7,SYF1_HUMAN,XAB2,Pre-mRNA-splicing factor SYF1,12080.4,,,11163.6,14715.7,6203.37
Q9HCU0,CD248_HUMAN,CD248,Endosialin,697131,1.38E+06,2.89E+06,365834,505239,1.30E+06
Q9HCU4,CELR2_HUMAN,CELSR2,Cadherin EGF LAG seven-pass G-type receptor 2,33471.3,,25241.5,38552,48312.5,35933.9
Q9HCU5,SEC12_HUMAN,PREB,Guanine nucleotide-exchange factor SEC12,,,,2261.82,5355.86,14411.8
Q9HCY8,S10AE_HUMAN,S100A14,Protein S100-A14,1.30E+07,3.60E+07,1.09E+07,5.99E+06,3.49E+06,4.83E+06
Q9HD15,SRA1_HUMAN,SRA1,Steroid receptor RNA activator 1,551432,1.41E+06,854342,708482,920180,672494
Q9HD20,AT131_HUMAN,ATP13A1,Endoplasmic reticulum transmembrane helix translocase,18056.9,,,42114.5,34747.2,90467.7
Q9HD26,GOPC_HUMAN,GOPC,Golgi-associated PDZ and coiled-coil motif-containing protein,817405,577667,590178,902959,803642,674584
Q9HD40,SPCS_HUMAN,SEPSECS,O-phosphoseryl-tRNA(Sec) selenium transferase,2757.54,11179,13002.6,9989.02,16944.8,14760.4
Q9HD42,CHM1A_HUMAN,CHMP1A,Charged multivesicular body protein 1a,2.64E+06,4.60E+06,6.89E+06,3.90E+06,4.53E+06,2.76E+06
Q9HD45,TM9S3_HUMAN,TM9SF3,Transmembrane 9 superfamily member 3,717068,1.01E+06,,752098,813434,1.41E+06
Q9HD47,MOG1_HUMAN,RANGRF,Ran guanine nucleotide release factor,3.12E+06,,5.82E+06,1.24E+07,5.39E+06,3.70E+06
Q9HD89,RETN_HUMAN,RETN,Resistin,2.65E+06,5.47E+07,1.93E+06,3.52E+06,2.40E+06,3.76E+06
Q9HDB5,NRX3B_HUMAN,NRXN3,Neurexin-3-beta,,,2.49E+06,592861,,
Q9HDC9,APMAP_HUMAN,APMAP,Adipocyte plasma membrane-associated protein,5.62E+06,6.62E+06,7.98E+06,8.35E+06,1.34E+07,1.63E+07
Q9NNW7,TRXR2_HUMAN,TXNRD2,"Thioredoxin reductase 2, mitochondrial",32580.3,,22852.4,21723.5,,59585.6
Q9NNX1,TUFT1_HUMAN,TUFT1,Tuftelin,2261.13,,4704.74,3161.06,1267.99,
Q9NNX6;Q9H2X3,CD209_HUMAN;CLC4M_HUMAN,CD209;CLEC4M,C-type lectin domain family 4 member M,47828,,26821.1,41455.2,33999.2,19223.5
Q9NP58,ABCB6_HUMAN,ABCB6,ATP-binding cassette sub-family B member 6,1.29E+08,,6.01E+07,5.29E+07,8.64E+07,
Q9NP61,ARFG3_HUMAN,ARFGAP3,ADP-ribosylation factor GTPase-activating protein 3,1.87E+07,2.02E+07,1.38E+07,4.20E+07,3.77E+07,2.17E+07
Q9NP64,ZCC17_HUMAN,ZCCHC17,Zinc finger CCHC domain-containing protein 17,5551.78,,,,,
Q9NP72,RAB18_HUMAN,RAB18,Ras-related protein Rab-18,5.30E+06,3.95E+06,3.90E+06,4.47E+06,5.08E+06,5.75E+06
Q9NP74,PALMD_HUMAN,PALMD,Palmdelphin,5.90E+06,,2.58E+06,4.01E+06,8.95E+06,3.06E+06
Q9NP77,SSU72_HUMAN,SSU72,RNA polymerase II subunit A C-terminal domain phosphatase SSU72,1.96E+06,2.09E+06,1.46E+06,2.09E+06,2.11E+06,1.93E+06
Q9NP78,ABCB9_HUMAN,ABCB9,ABC-type oligopeptide transporter ABCB9,753506,6.32E+06,261694,,3.51E+06,
Q9NP79,VTA1_HUMAN,VTA1,Vacuolar protein sorting-associated protein VTA1 homolog,8.30E+06,7.65E+06,2.13E+07,8.88E+06,1.03E+07,1.11E+07
Q9NP84,TNR12_HUMAN,TNFRSF12A,Tumor necrosis factor receptor superfamily member 12A,38689.9,,242119,80026.8,72380,
Q9NP97,DLRB1_HUMAN,DYNLRB1,Dynein light chain roadblock-type 1,9.54E+06,7.65E+06,1.44E+07,1.46E+07,1.44E+07,1.44E+07
Q9NPA0,EMC7_HUMAN,EMC7,Endoplasmic reticulum membrane protein complex subunit 7,,,,,,5327.02
Q9NPA8,ENY2_HUMAN,ENY2,Transcription and mRNA export factor ENY2,3.95E+06,2.87E+06,4.73E+06,4.44E+06,4.55E+06,5.55E+06
